"id,""vuosi"",""sp"",""ika"",""kieli"",""peas"",""pekoko"",""suuralue"",""sivs"",""yo"",""ututku"",""patv"",""amas"",""sose"",""toimiala"",""jurmu"",""tuloluokka"",""isa_ika"",""isa_kieli"",""isa_patv"",""isa_amas"",""isa_toimiala"",""isa_jurmu"",""aiti_ika"",""aiti_kieli"",""aiti_patv"",""aiti_amas"",""aiti_toimiala"",""aiti_jurmu"""
"188,2000,""1"",56,""1"",""1"",2,""3"",""4"",""0"",""56"",""0"",""1"",""4"",""02"",""4"",9,,,,,,,,,,,,"
"189,1950,""1"",1,""1"",""3"",3,""4"",,""0"",,""2"",,,,,,,,,,,,19,""1"",""0"",""1"",""01"",""9"""
"189,1970,""1"",21,""1"",""3"",4,""4"",""1"",""0"",,""3"",,""7"",""99"",""9"",5,,,,,,,,,,,,"
"190,1950,""1"",8,""1"",""3"",7,""3"",,""0"",,""2"",,,,,,47,""1"",""0"",""1"",""04"",""9"",38,""1"",""0"",""2"",""01"",""9"""
"190,1970,""1"",28,""1"",""3"",4,""3"",""1"",""0"",,""0"",""1"",""5"",""12"",""5"",3,,,,,,,,,,,,"
"191,1950,""1"",4,""1"",""3"",5,""1"",,""0"",,""2"",,,,,,30,""2"",""0"",""1"",""40"",""9"",27,""1"",""4"",""1"",""40"",""9"""
"191,1970,""1"",24,""1"",""0"",0,""1"",""2"",""0"",""35"",""0"",""1"",""5"",""95"",""4"",9,,,,,,,,,,,,"
"191,1980,""1"",34,""1"",""1"",2,""1"",""2"",""0"",""35"",""0"",""1"",""5"",""95"",""4"",9,,,,,,,,,,,,"
"191,1990,""1"",44,""1"",""1"",5,""1"",""2"",""0"",""35"",""0"",""1"",""5"",""27"",""3"",9,,,,,,,,,,,,"
"191,2000,""1"",54,""1"",""1"",5,""1"",""2"",""0"",""35"",""0"",""1"",""4"",""35"",""3"",10,,,,,,,,,,,,"
"191,2010,""1"",64,""1"",""1"",2,""1"",""2"",""0"",""35"",""4"",,""7"",,""9"",7,,,,,,,,,,,,"
"192,1950,""1"",3,""1"",""3"",3,""2"",,""0"",,""2"",,,,,,30,""1"",""0"",""2"",""01"",""9"",24,""1"",""0"",""2"",""01"",""9"""
"192,1970,""1"",23,""1"",""3"",4,""2"",""1"",""0"",,""0"",""2"",""1"",""11"",""9"",,,,,,,,,,,,,"
"192,1980,""1"",33,""1"",""2"",4,""2"",""2"",""0"",,""0"",""2"",""2"",""11"",""9"",2,,,,,,,,,,,,"
"193,1950,""2"",6,""1"",""3"",6,""1"",,""0"",,""2"",,,,,,36,""1"",""0"",""1"",""81"",""1"",31,""1"",""4"",""1"",""81"",""1"""
"193,1970,""2"",26,""1"",""2"",3,""1"",""2"",""1"",""63"",""4"",""1"",""3"",""83"",""9"",,,,,,,,,,,,,"
"193,1980,""2"",36,""1"",""2"",5,""1"",""2"",""1"",,""0"",""1"",""4"",""93"",""5"",5,,,,,,,,,,,,"
"193,1990,""2"",46,""1"",""2"",5,""1"",""2"",""1"",""63"",""0"",""1"",""4"",""94"",""4"",9,,,,,,,,,,,,"
"193,2000,""2"",56,""1"",""2"",3,""1"",""2"",""1"",""63"",""0"",""1"",""3"",""91"",""4"",10,,,,,,,,,,,,"
"193,2010,""2"",66,""1"",""2"",2,""1"",""2"",""1"",""63"",""4"",,""7"",,""9"",7,,,,,,,,,,,,"
"194,1950,""1"",0,""1"",""3"",3,""1"",,""0"",,""2"",,,,,,23,""1"",""0"",""1"",""38"",""5"",23,""1"",""4"",""1"",""38"",""5"""
"194,1970,""1"",20,""1"",""3"",5,""1"",""1"",""0"",""35"",""0"",""1"",""5"",""38"",""4"",6,,,,,,,,,,,,"
"194,1980,""1"",30,""1"",""3"",3,""1"",""1"",""0"",""35"",""0"",""1"",""5"",""38"",""4"",9,,,,,,,,,,,,"
"194,1990,""1"",40,""1"",""1"",4,""1"",""1"",""0"",""35"",""0"",""1"",""5"",""27"",""3"",9,,,,,,,,,,,,"
"194,2000,""1"",50,""1"",""1"",3,""1"",""1"",""0"",""35"",""0"",""1"",""5"",""34"",""4"",10,,,,,,,,,,,,"
"194,2010,""1"",60,""1"",""1"",4,""1"",""2"",""0"",""35"",""0"",""1"",""5"",""29"",""4"",8,,,,,,,,,,,,"
"195,1950,""2"",2,""1"",""3"",4,""1"",,""0"",,""2"",,,,,,,,,,,,21,""1"",""4"",""1"",""73"",""1"""
"195,1970,""2"",22,""1"",""3"",6,""1"",""1"",""0"",,""0"",""2"",""2"",""32"",""9"",2,,,,,,,,,,,,"
"195,1980,""2"",32,""1"",""0"",0,""1"",""1"",""0"",,""0"",""1"",""4"",""93"",""5"",8,,,,,,,,,,,,"
"195,1990,""2"",42,""1"",""2"",2,""1"",""1"",""0"",,""0"",""1"",""4"",""88"",""4"",8,,,,,,,,,,,,"
"195,2000,""2"",52,""1"",""2"",2,""1"",""1"",""0"",,""0"",""1"",""5"",""85"",""4"",8,,,,,,,,,,,,"
"195,2010,""2"",62,""1"",""0"",0,""1"",""1"",""0"",,""4"",,""7"",,""9"",5,,,,,,,,,,,,"
"196,1950,""2"",8,""1"",""3"",5,""2"",,""0"",,""2"",,,,,,31,""1"",""0"",""1"",""73"",""5"",33,""1"",""4"",""1"",""73"",""5"""
"196,1970,""2"",28,""1"",""2"",3,""2"",""2"",""0"",,""4"",""1"",""5"",""61"",""9"",,,,,,,,,,,,,"
"196,1980,""2"",38,""1"",""2"",4,""2"",""2"",""0"",,""4"",,""5"",""99"",""9"",,,,,,,,,,,,,"
"196,1990,""2"",48,""1"",""2"",4,""2"",""2"",""0"",,""4"",,""9"",,""9"",6,,,,,,,,,,,,"
"196,2000,""2"",58,""1"",""2"",3,""2"",""2"",""0"",,""4"",,""8"",""99"",""9"",4,,,,,,,,,,,,"
"196,2010,""2"",68,""1"",""2"",2,""2"",""2"",""0"",,""4"",,""7"",,""9"",3,,,,,,,,,,,,"
"197,1950,""2"",2,""1"",""3"",7,""4"",,""0"",,""2"",,,,,,35,""1"",""0"",""2"",""01"",""9"",34,""1"",""0"",""2"",""01"",""9"""
"197,1970,""2"",22,""1"",""0"",0,""4"",""1"",""0"",,""0"",""1"",""4"",""91"",""1"",5,,,,,,,,,,,,"
"197,1980,""2"",32,""1"",""2"",3,""4"",""2"",""0"",,""0"",""1"",""4"",""62"",""4"",4,,,,,,,,,,,,"
"197,1990,""2"",42,""1"",""2"",3,""4"",""2"",""0"",""37"",""0"",""1"",""5"",""87"",""2"",6,,,,,,,,,,,,"
"197,2000,""2"",52,""1"",""1"",2,""4"",""4"",""0"",""37"",""0"",""1"",""5"",""85"",""2"",7,,,,,,,,,,,,"
"197,2010,""2"",62,""1"",""0"",0,""4"",""4"",""0"",""37"",""0"",""1"",""4"",""86"",""2"",6,,,,,,,,,,,,"
"198,1950,""1"",5,""1"",""3"",4,""2"",,""0"",,""2"",,,,,,44,""1"",""0"",""2"",""24"",""9"",37,""1"",""3"",""2"",""24"",""9"""
"198,1970,""1"",25,""1"",""1"",2,""2"",""2"",""0"",,""0"",""1"",""4"",""62"",""5"",6,,,,,,,,,,,,"
"198,1980,""1"",35,""1"",""1"",2,""2"",""2"",""0"",""58"",""0"",""2"",""1"",""62"",""9"",9,,,,,,,,,,,,"
"198,1990,""1"",45,""1"",""1"",2,""2"",""2"",""0"",,""0"",""2"",""2"",""76"",""5"",7,,,,,,,,,,,,"
"198,2000,""1"",55,""1"",""1"",2,""2"",""2"",""0"",,""0"",""2"",""2"",""74"",""5"",4,,,,,,,,,,,,"
"198,2010,""1"",65,""1"",""1"",2,""1"",""2"",""0"",,""4"",,""7"",,""9"",4,,,,,,,,,,,,"
"199,1950,""1"",6,""1"",""3"",4,""3"",,""0"",,""2"",,,,,,,,,,,,28,""1"",""4"",""1"",""25"",""5"""
"199,1970,""1"",26,""1"",""1"",4,""1"",""2"",""0"",,""0"",""1"",""4"",""91"",""1"",10,,,,,,,,,,,,"
"199,1980,""1"",36,""1"",""2"",4,""1"",""2"",""0"",,""0"",""1"",""4"",""91"",""1"",10,,,,,,,,,,,,"
"199,1990,""1"",46,""1"",""1"",3,""1"",""2"",""0"",,""0"",""1"",""4"",""82"",""1"",10,,,,,,,,,,,,"
"199,2000,""1"",56,""1"",""1"",2,""1"",""2"",""0"",,""0"",""1"",""4"",""75"",""1"",9,,,,,,,,,,,,"
"199,2010,""1"",66,""1"",""1"",2,""1"",""2"",""0"",,""4"",,""7"",,""9"",7,,,,,,,,,,,,"
"200,1950,""1"",9,""1"",""0"",0,""2"",,""0"",,""2"",,,,,,,,,,,,,,,,,"
"200,1970,""1"",29,""1"",""1"",2,""2"",""2"",""1"",""61"",""0"",""1"",""3"",""93"",""2"",10,,,,,,,,,,,,"
"200,1980,""1"",39,""1"",""1"",2,""2"",""2"",""1"",""61"",""0"",""1"",""3"",""93"",""2"",10,,,,,,,,,,,,"
"200,1990,""1"",49,""1"",""1"",2,""2"",""2"",""1"",""61"",""0"",""1"",""3"",""85"",""2"",10,,,,,,,,,,,,"
"200,2000,""1"",59,""1"",""1"",2,""2"",""2"",""1"",""61"",""0"",""1"",""3"",""80"",""2"",9,,,,,,,,,,,,"
"200,2010,""1"",69,""1"",""1"",2,""2"",""2"",""1"",""61"",""4"",,""7"",,""9"",9,,,,,,,,,,,,"
"201,1950,""2"",1,""1"",""3"",5,""2"",,""0"",,""2"",,,,,,43,""1"",""0"",""2"",""01"",""9"",42,""1"",""0"",""2"",""01"",""9"""
"201,1970,""2"",21,""1"",""3"",3,""2"",""1"",""0"",""38"",""0"",""1"",""4"",""93"",""2"",5,,,,,,,,,,,,"
"201,1980,""2"",31,""1"",""2"",2,""2"",""2"",""0"",""37"",""0"",""1"",""4"",""93"",""2"",8,,,,,,,,,,,,"
"201,1990,""2"",41,""1"",""2"",4,""2"",""2"",""0"",""37"",""0"",""1"",""4"",""87"",""2"",4,,,,,,,,,,,,"
"201,2000,""2"",51,""1"",""2"",4,""2"",""2"",""0"",""37"",""0"",""1"",""4"",""85"",""2"",8,,,,,,,,,,,,"
"201,2010,""2"",61,""1"",""2"",2,""2"",""2"",""0"",""37"",""0"",""1"",""4"",""86"",""2"",7,,,,,,,,,,,,"
"202,1950,""1"",1,""1"",""3"",5,""1"",,""0"",,""2"",,,,,,37,""1"",""0"",""1"",""81"",""1"",37,""1"",""4"",""1"",""81"",""1"""
"202,1970,""1"",21,""1"",""3"",2,""1"",""1"",""0"",,""0"",""1"",""4"",""71"",""4"",3,,,,,,,,,,,,"
"203,1950,""2"",0,""1"",""0"",0,""2"",,""0"",,""2"",,,,,,,,,,,,,,,,,"
"203,1970,""2"",20,""1"",""3"",5,""1"",""1"",""1"",""30"",""3"",""1"",""7"",""62"",""9"",4,,,,,,,,,,,,"
"203,1980,""2"",30,""1"",""2"",2,""1"",""2"",""1"",""53"",""0"",""1"",""4"",""81"",""1"",10,,,,,,,,,,,,"
"203,1990,""2"",40,""1"",""2"",3,""1"",""2"",""1"",""53"",""0"",""1"",""3"",""61"",""4"",10,,,,,,,,,,,,"
"203,2000,""2"",50,""1"",""0"",0,""1"",""4"",""1"",""53"",""4"",,""8"",""99"",""9"",2,,,,,,,,,,,,"
"203,2010,""2"",60,""1"",""0"",0,""1"",""4"",""1"",""53"",""4"",,""7"",,""9"",6,,,,,,,,,,,,"
"204,1950,""1"",8,""1"",""3"",6,""1"",,""0"",,""2"",,,,,,36,""1"",""0"",""2"",""01"",""9"",46,""1"",""0"",""2"",""01"",""9"""
"204,1970,""1"",28,""1"",""1"",2,""1"",""2"",""0"",,""0"",""1"",""5"",""34"",""4"",9,,,,,,,,,,,,"
"204,1980,""1"",38,""1"",""1"",3,""1"",""2"",""0"",,""0"",""1"",""4"",""91"",""2"",9,,,,,,,,,,,,"
"204,1990,""1"",48,""1"",""1"",3,""1"",""2"",""0"",,""0"",""1"",""4"",""82"",""1"",9,,,,,,,,,,,,"
"204,2000,""1"",58,""1"",""1"",2,""1"",""2"",""0"",,""0"",""1"",""4"",""75"",""1"",7,,,,,,,,,,,,"
"204,2010,""1"",68,""1"",""1"",2,""1"",""2"",""0"",,""4"",,""7"",,""9"",6,,,,,,,,,,,,"
"205,1950,""1"",8,""1"",""3"",5,""2"",,""0"",,""2"",,,,,,48,""1"",""0"",""1"",""64"",""5"",41,""1"",""0"",""1"",""20"",""5"""
"205,1980,""1"",38,""1"",""0"",0,""2"",""4"",""0"",,""0"",""1"",""5"",""51"",""5"",5,,,,,,,,,,,,"
"205,1990,""1"",48,""1"",""0"",0,""2"",""4"",""0"",""35"",""4"",,""9"",,""9"",3,,,,,,,,,,,,"
"205,2000,""1"",58,""1"",""0"",0,""2"",""4"",""0"",""35"",""4"",,""8"",""99"",""9"",2,,,,,,,,,,,,"
"205,2010,""1"",68,""1"",""1"",2,""2"",""4"",""0"",""35"",""4"",,""7"",,""9"",3,,,,,,,,,,,,"
"206,1950,""1"",5,""1"",""3"",5,""2"",,""0"",,""2"",,,,,,32,""1"",""0"",""2"",""01"",""9"",30,""1"",""0"",""2"",""01"",""9"""
"206,1970,""1"",25,""1"",""1"",3,""2"",""2"",""0"",""38"",""0"",""1"",""4"",""91"",""1"",9,,,,,,,,,,,,"
"206,1980,""1"",35,""1"",""1"",6,""2"",""2"",""0"",""58"",""0"",""1"",""4"",""91"",""1"",10,,,,,,,,,,,,"
"206,1990,""1"",45,""1"",""1"",7,""2"",""2"",""0"",""58"",""0"",""1"",""4"",""82"",""1"",10,,,,,,,,,,,,"
"206,2000,""1"",55,""1"",""1"",4,""2"",""2"",""0"",""58"",""0"",""1"",""4"",""75"",""1"",9,,,,,,,,,,,,"
"206,2010,""1"",65,""1"",""1"",2,""2"",""2"",""0"",""58"",""4"",,""7"",,""9"",7,,,,,,,,,,,,"
"207,1950,""2"",4,""1"",""3"",5,""2"",,""0"",,""2"",,,,,,54,""1"",""0"",""2"",""01"",""9"",30,""1"",""0"",""2"",""01"",""9"""
"207,2000,""2"",54,""1"",""1"",2,""2"",""2"",""0"",,""4"",,""8"",""99"",""9"",2,,,,,,,,,,,,"
"208,1950,""1"",4,""1"",""3"",4,""1"",,""0"",,""2"",,,,,,,,,,,,,,,,,"
"208,1970,""1"",24,""1"",""0"",0,""3"",""1"",""0"",""35"",""0"",""1"",""5"",""91"",""1"",6,,,,,,,,,,,,"
"208,1980,""1"",34,""1"",""0"",0,""3"",""1"",""0"",""35"",""0"",""1"",""5"",""91"",""1"",9,,,,,,,,,,,,"
"208,1990,""1"",44,""1"",""0"",0,""1"",""1"",""0"",""35"",""0"",""1"",""5"",""82"",""1"",9,,,,,,,,,,,,"
"208,2000,""1"",54,""1"",""1"",2,""1"",""1"",""0"",""35"",""4"",,""7"",""99"",""9"",6,,,,,,,,,,,,"
"208,2010,""1"",64,""1"",""0"",0,""1"",""1"",""0"",""35"",""4"",,""7"",,""9"",5,,,,,,,,,,,,"
"209,1950,""2"",4,""1"",""3"",5,""3"",,""0"",,""2"",,,,,,32,""1"",""0"",""1"",""71"",""1"",29,""1"",""4"",""1"",""71"",""1"""
"209,1970,""2"",24,""1"",""2"",2,""1"",""2"",""0"",""57"",""0"",""1"",""4"",""93"",""2"",7,,,,,,,,,,,,"
"209,1980,""2"",34,""1"",""2"",4,""1"",""2"",""0"",""57"",""0"",""1"",""4"",""93"",""2"",5,,,,,,,,,,,,"
"209,1990,""2"",44,""1"",""2"",4,""1"",""2"",""0"",""57"",""0"",""1"",""4"",""87"",""2"",7,,,,,,,,,,,,"
"209,2000,""2"",54,""1"",""2"",3,""1"",""2"",""0"",""57"",""0"",""1"",""4"",""85"",""2"",5,,,,,,,,,,,,"
"209,2010,""2"",64,""1"",""0"",0,""1"",""4"",""0"",""57"",""4"",,""7"",,""9"",4,,,,,,,,,,,,"
"210,1950,""1"",5,""1"",""0"",0,""2"",,""0"",,""2"",,,,,,,,,,,,,,,,,"
"210,1970,""1"",25,""1"",""0"",0,""2"",""1"",""0"",,""4"",,""6"",""99"",""9"",,,,,,,,,,,,,"
"210,1980,""1"",35,""1"",""0"",0,""2"",""1"",""0"",,""4"",,""6"",""99"",""9"",,,,,,,,,,,,,"
"210,1990,""1"",45,""1"",""9"",0,""2"",""1"",""0"",,""4"",,""6"",,""9"",2,,,,,,,,,,,,"
"210,2000,""1"",55,""1"",""0"",0,""2"",""1"",""0"",,""4"",,""7"",""99"",""9"",2,,,,,,,,,,,,"
"210,2010,""1"",65,""1"",""0"",0,""2"",""1"",""0"",,""4"",,""7"",,""9"",2,,,,,,,,,,,,"
"211,1950,""1"",6,""1"",""3"",6,""2"",,""0"",,""2"",,,,,,46,""1"",""0"",""2"",""01"",""9"",33,""1"",""0"",""2"",""01"",""9"""
"211,1970,""1"",26,""1"",""0"",0,""1"",""1"",""0"",,""0"",""1"",""5"",""36"",""4"",9,,,,,,,,,,,,"
"211,1980,""1"",36,""1"",""0"",0,""1"",""1"",""0"",,""0"",""1"",""5"",""38"",""4"",9,,,,,,,,,,,,"
"211,1990,""1"",46,""1"",""0"",0,""2"",""1"",""0"",,""0"",""1"",""4"",""24"",""4"",6,,,,,,,,,,,,"
"211,2000,""1"",56,""1"",""0"",0,""2"",""1"",""0"",,""0"",""1"",""5"",""28"",""4"",8,,,,,,,,,,,,"
"211,2010,""1"",66,""1"",""0"",0,""2"",""1"",""0"",,""4"",,""7"",,""9"",5,,,,,,,,,,,,"
"212,1950,""2"",6,""1"",""3"",3,""2"",,""0"",,""2"",,,,,,26,""1"",""0"",""1"",""40"",""9"",,,,,,"
"212,1980,""2"",36,""1"",""2"",4,""2"",""2"",""0"",""35"",""0"",""1"",""4"",""62"",""4"",5,,,,,,,,,,,,"
"212,1990,""2"",46,""1"",""2"",3,""2"",""2"",""0"",""35"",""4"",,""9"",,""9"",4,,,,,,,,,,,,"
"212,2000,""2"",56,""1"",""2"",2,""2"",""2"",""0"",""35"",""4"",,""8"",""99"",""9"",4,,,,,,,,,,,,"
"212,2010,""2"",66,""1"",""2"",2,""2"",""2"",""0"",""35"",""4"",,""7"",,""9"",3,,,,,,,,,,,,"
"213,1950,""1"",4,""1"",""3"",7,""4"",,""0"",,""2"",,,,,,38,""1"",""0"",""2"",""01"",""9"",31,""1"",""0"",""2"",""01"",""9"""
"213,1970,""1"",24,""1"",""3"",4,""4"",""1"",""0"",,""0"",""1"",""5"",""12"",""9"",5,,,,,,,,,,,,"
"213,1980,""1"",34,""1"",""1"",5,""4"",""2"",""0"",,""0"",""1"",""5"",""12"",""4"",7,,,,,,,,,,,,"
"213,1990,""1"",44,""1"",""1"",5,""4"",""2"",""0"",,""0"",""1"",""5"",""04"",""4"",9,,,,,,,,,,,,"
"213,2000,""1"",54,""1"",""1"",3,""4"",""2"",""0"",,""0"",""1"",""9"",""99"",""4"",8,,,,,,,,,,,,"
"213,2010,""1"",64,""1"",""1"",3,""4"",""2"",""0"",,""4"",,""7"",,""9"",4,,,,,,,,,,,,"
"214,1950,""2"",4,""1"",""3"",3,""3"",,""0"",,""2"",,,,,,41,""1"",""0"",""1"",""04"",""5"",44,""1"",""0"",""2"",""01"",""9"""
"214,1970,""2"",24,""1"",""2"",3,""1"",""2"",""0"",,""0"",""1"",""5"",""38"",""4"",4,,,,,,,,,,,,"
"214,1980,""2"",34,""1"",""2"",4,""3"",""2"",""0"",,""4"",,""5"",""99"",""9"",,,,,,,,,,,,,"
"214,1990,""2"",44,""1"",""2"",3,""3"",""2"",""0"",,""0"",""1"",""5"",""65"",""4"",6,,,,,,,,,,,,"
"215,1950,""1"",2,""1"",""3"",6,""4"",,""0"",,""2"",,,,,,31,""1"",""0"",""1"",""04"",""9"",37,""1"",""4"",""1"",""04"",""9"""
"215,1970,""1"",22,""1"",""3"",5,""3"",""1"",""0"",,""3"",""2"",""7"",""11"",""9"",5,,,,,,,,,,,,"
"215,1980,""1"",32,""1"",""0"",0,""3"",""2"",""0"",,""4"",,""9"",""99"",""9"",5,,,,,,,,,,,,"
"215,1990,""1"",42,""1"",""3"",3,""3"",""4"",""0"",,""0"",""1"",""5"",""14"",""4"",7,,,,,,,,,,,,"
"215,2000,""1"",52,""1"",""0"",0,""3"",""4"",""0"",,""4"",,""8"",""99"",""9"",2,,,,,,,,,,,,"
"215,2010,""1"",62,""1"",""0"",0,""3"",""4"",""0"",,""4"",,""8"",,""9"",2,,,,,,,,,,,,"
"216,1950,""1"",5,""1"",""3"",4,""3"",,""0"",,""2"",,,,,,,,,,,,25,""1"",""0"",""1"",""89"",""9"""
"216,1970,""1"",25,""1"",""1"",3,""2"",""2"",""0"",""33"",""0"",""1"",""4"",""62"",""4"",7,,,,,,,,,,,,"
"216,1980,""1"",35,""1"",""1"",2,""2"",""4"",""0"",""33"",""0"",""1"",""4"",""62"",""4"",8,,,,,,,,,,,,"
"216,1990,""1"",45,""1"",""1"",2,""2"",""4"",""0"",""33"",""0"",""1"",""4"",""45"",""4"",8,,,,,,,,,,,,"
"216,2000,""1"",55,""1"",""1"",2,""2"",""4"",""0"",""33"",""0"",""1"",""4"",""50"",""4"",6,,,,,,,,,,,,"
"216,2010,""1"",65,""1"",""1"",2,""2"",""4"",""0"",""33"",""4"",,""7"",,""9"",3,,,,,,,,,,,,"
"217,1950,""2"",1,""1"",""3"",7,""3"",,""0"",,""2"",,,,,,47,""1"",""0"",""2"",""01"",""9"",36,""1"",""0"",""2"",""01"",""9"""
"217,1970,""2"",21,""1"",""2"",3,""3"",""2"",""0"",,""4"",""1"",""5"",""61"",""9"",2,,,,,,,,,,,,"
"217,1980,""2"",31,""1"",""2"",5,""3"",""2"",""0"",,""0"",""1"",""5"",""93"",""2"",6,,,,,,,,,,,,"
"217,1990,""2"",41,""1"",""2"",3,""3"",""2"",""0"",,""4"",,""2"",,""9"",1,,,,,,,,,,,,"
"217,2000,""2"",51,""1"",""2"",2,""3"",""2"",""0"",,""0"",""1"",""5"",""74"",""4"",6,,,,,,,,,,,,"
"217,2010,""2"",61,""1"",""2"",2,""3"",""2"",""0"",,""4"",,""7"",,""9"",2,,,,,,,,,,,,"
"218,1950,""2"",1,""1"",""3"",3,""2"",,""0"",,""2"",,,,,,26,""1"",""0"",""1"",""04"",""9"",25,""1"",""4"",""1"",""04"",""9"""
"218,1970,""2"",21,""1"",""2"",3,""2"",""2"",""0"",""38"",""4"",""2"",""1"",""62"",""9"",,,,,,,,,,,,,"
"218,1980,""2"",31,""1"",""2"",6,""2"",""2"",""0"",""38"",""4"",,""4"",""99"",""9"",,,,,,,,,,,,,"
"218,1990,""2"",41,""1"",""2"",6,""2"",""2"",""0"",""38"",""3"",,""7"",,""9"",5,,,,,,,,,,,,"
"218,2000,""2"",51,""1"",""2"",4,""2"",""2"",""0"",""38"",""4"",,""8"",""99"",""9"",4,,,,,,,,,,,,"
"218,2010,""2"",61,""1"",""2"",2,""2"",""2"",""0"",""38"",""4"",,""7"",,""9"",2,,,,,,,,,,,,"
"219,1950,""2"",2,""1"",""3"",6,""3"",,""0"",,""2"",,,,,,45,""1"",""0"",""1"",""01"",""9"",33,""1"",""0"",""2"",""01"",""9"""
"219,1970,""2"",22,""1"",""2"",3,""3"",""2"",""0"",""35"",""4"",""1"",""5"",""35"",""9"",,,,,,,,,,,,,"
"219,1980,""2"",32,""1"",""2"",3,""3"",""2"",""0"",""35"",""0"",""1"",""4"",""93"",""2"",7,,,,,,,,,,,,"
"219,1990,""2"",42,""1"",""2"",2,""3"",""2"",""0"",""35"",""0"",""1"",""4"",""88"",""2"",8,,,,,,,,,,,,"
"219,2000,""2"",52,""1"",""2"",2,""3"",""2"",""0"",""35"",""0"",""1"",""4"",""85"",""2"",7,,,,,,,,,,,,"
"219,2010,""2"",62,""1"",""0"",0,""3"",""5"",""0"",""35"",""4"",,""7"",,""9"",5,,,,,,,,,,,,"
"220,1950,""1"",2,""1"",""3"",7,""2"",,""0"",,""2"",,,,,,39,""1"",""0"",""1"",""40"",""2"",35,""1"",""4"",""1"",""40"",""2"""
"220,1970,""1"",22,""1"",""1"",2,""2"",""2"",""0"",,""0"",""1"",""5"",""34"",""5"",8,,,,,,,,,,,,"
"220,1980,""1"",32,""1"",""1"",3,""2"",""2"",""0"",,""0"",""1"",""5"",""35"",""5"",9,,,,,,,,,,,,"
"220,1990,""1"",42,""1"",""1"",4,""2"",""2"",""0"",,""0"",""1"",""5"",""21"",""4"",10,,,,,,,,,,,,"
"220,2000,""1"",52,""1"",""1"",3,""2"",""2"",""0"",,""0"",""1"",""5"",""25"",""4"",10,,,,,,,,,,,,"
"220,2010,""1"",62,""1"",""0"",0,""2"",""4"",""0"",,""0"",""1"",""5"",""22"",""4"",9,,,,,,,,,,,,"
"221,1950,""2"",3,""1"",""3"",3,""2"",,""0"",,""2"",,,,,,26,""1"",""0"",""1"",""60"",""5"",24,""1"",""4"",""1"",""60"",""5"""
"221,1970,""2"",23,""1"",""1"",2,""2"",""4"",""0"",,""0"",""1"",""4"",""62"",""5"",4,,,,,,,,,,,,"
"221,1980,""2"",33,""1"",""2"",4,""2"",""2"",""0"",,""0"",""1"",""4"",""62"",""5"",5,,,,,,,,,,,,"
"221,1990,""2"",43,""1"",""2"",4,""2"",""2"",""0"",,""0"",""1"",""4"",""43"",""4"",7,,,,,,,,,,,,"
"221,2000,""2"",53,""1"",""2"",2,""2"",""2"",""0"",,""4"",,""7"",""99"",""9"",4,,,,,,,,,,,,"
"221,2010,""2"",63,""1"",""2"",2,""2"",""2"",""0"",,""4"",,""7"",,""9"",4,,,,,,,,,,,,"
"222,1950,""2"",2,""1"",""3"",4,""2"",,""0"",,""2"",,,,,,35,""1"",""0"",""1"",""40"",""9"",31,""1"",""0"",""1"",""83"",""2"""
"222,1970,""2"",22,""1"",""0"",0,""1"",""1"",""0"",,""0"",""1"",""4"",""81"",""4"",6,,,,,,,,,,,,"
"222,1980,""2"",32,""1"",""1"",3,""1"",""2"",""1"",""30"",""0"",""1"",""4"",""81"",""4"",8,,,,,,,,,,,,"
"222,1990,""2"",42,""1"",""1"",4,""1"",""4"",""1"",""30"",""0"",""1"",""4"",""43"",""4"",6,,,,,,,,,,,,"
"222,2000,""2"",52,""1"",""1"",2,""1"",""4"",""1"",""30"",""4"",,""7"",""99"",""9"",4,,,,,,,,,,,,"
"222,2010,""2"",62,""1"",""0"",0,""1"",""4"",""1"",""30"",""4"",,""7"",,""9"",3,,,,,,,,,,,,"
"223,1950,""2"",0,""1"",""3"",6,""4"",,""0"",,""2"",,,,,,42,""1"",""0"",""1"",""04"",""2"",28,""1"",""4"",""1"",""04"",""2"""
"223,1970,""2"",20,""1"",""0"",0,""4"",""1"",""0"",,""0"",""1"",""5"",""95"",""4"",5,,,,,,,,,,,,"
"223,1980,""2"",30,""1"",""2"",4,""4"",""2"",""0"",,""4"",,""5"",""99"",""9"",,,,,,,,,,,,,"
"223,1990,""2"",40,""1"",""2"",4,""4"",""2"",""0"",,""0"",""1"",""4"",""43"",""4"",5,,,,,,,,,,,,"
"223,2000,""2"",50,""1"",""2"",2,""4"",""2"",""0"",,""0"",""1"",""4"",""52"",""4"",7,,,,,,,,,,,,"
"223,2010,""2"",60,""1"",""2"",2,""4"",""2"",""0"",,""4"",,""7"",,""9"",4,,,,,,,,,,,,"
"224,1950,""2"",1,""1"",""3"",3,""1"",,""0"",,""2"",,,,,,35,""1"",""0"",""1"",""34"",""5"",38,""1"",""4"",""1"",""34"",""5"""
"224,1970,""2"",21,""1"",""2"",2,""1"",""2"",""0"",,""0"",""1"",""5"",""83"",""4"",4,,,,,,,,,,,,"
"224,1980,""2"",31,""1"",""0"",0,""1"",""4"",""0"",,""0"",,""9"",""99"",""9"",,,,,,,,,,,,,"
"224,1990,""2"",41,""1"",""0"",0,""1"",""4"",""0"",,""4"",,""9"",,""9"",3,,,,,,,,,,,,"
